,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
811,2022-04-12,59.081115324733666,-173.6079664029338,157.19529495617937,59.081115324733666,59.081115324733666,-65.59405370829137,-65.59405370829137,-65.59405370829137,-15.432945644919299,-15.432945644919299,-15.432945644919299,30.42202042937384,30.42202042937384,30.42202042937384,-80.58312849274591,-80.58312849274591,-80.58312849274591,0.0,0.0,0.0,0.0
812,2022-04-13,58.59037553172582,-174.62363771548272,150.15022326518414,58.577517646495785,58.602942528680025,-72.87941873429395,-72.87941873429395,-72.87941873429395,-15.432945644919299,-15.432945644919299,-15.432945644919299,24.672827355979077,24.672827355979077,24.672827355979077,-82.11930044535373,-82.11930044535373,-82.11930044535373,0.0,0.0,0.0,0.0
813,2022-04-14,58.09963573871788,-181.81837808147293,164.74729581674288,58.054298688469004,58.14515731658513,-73.36395694002687,-73.36395694002687,-73.36395694002687,-15.432945644919299,-15.432945644919299,-15.432945644919299,25.608139943373853,25.608139943373853,25.608139943373853,-83.53915123848142,-83.53915123848142,-83.53915123848142,0.0,0.0,0.0,0.0
814,2022-04-15,57.60889594571004,-197.263201526274,144.33713325075132,57.53252657007075,57.68272152194787,-87.41458576457397,-87.41458576457397,-87.41458576457397,-15.432945644919299,-15.432945644919299,-15.432945644919299,12.848448274250254,12.848448274250254,12.848448274250254,-84.83008839390493,-84.83008839390493,-84.83008839390493,0.0,0.0,0.0,0.0
815,2022-04-16,57.11815615270214,-218.580099471262,107.31385415280353,56.990512994577884,57.237353214278656,-121.05612280603154,-121.05612280603154,-121.05612280603154,-15.432945644919299,-15.432945644919299,-15.432945644919299,-19.64012752533464,-19.64012752533464,-19.64012752533464,-85.98304963577753,-85.98304963577753,-85.98304963577753,0.0,0.0,0.0,0.0
816,2022-04-17,56.627416359694294,-275.69272612034507,81.95570295638603,56.4244843992615,56.805529818287205,-153.0435515607238,-153.0435515607238,-153.0435515607238,-15.432945644919299,-15.432945644919299,-15.432945644919299,-50.6180777800694,-50.6180777800694,-50.6180777800694,-86.99252813573509,-86.99252813573509,-86.99252813573509,0.0,0.0,0.0,0.0
817,2022-04-18,56.136676566686354,-242.31064476417083,106.76572820097415,55.87859636042166,56.36876384280395,-126.58266058213418,-126.58266058213418,-126.58266058213418,-15.432945644919299,-15.432945644919299,-15.432945644919299,-23.29323069752623,-23.29323069752623,-23.29323069752623,-87.85648423968861,-87.85648423968861,-87.85648423968861,0.0,0.0,0.0,0.0
818,2022-04-19,55.645936773678415,-181.63363228871572,155.49113841395715,55.33082204975139,55.91669708702066,-73.58707616242849,-73.58707616242849,-73.58707616242849,-15.432945644919299,-15.432945644919299,-15.432945644919299,30.422020429396543,30.422020429396543,30.422020429396543,-88.57615094690573,-88.57615094690573,-88.57615094690573,0.0,0.0,0.0,0.0
819,2022-04-20,55.15519698067057,-197.63835140789357,148.12895178740933,54.75293828374919,55.49009911146442,-79.9158618689764,-79.9158618689764,-79.9158618689764,-15.432945644919299,-15.432945644919299,-15.432945644919299,24.672827355970792,24.672827355970792,24.672827355970792,-89.1557435800279,-89.1557435800279,-89.1557435800279,0.0,0.0,0.0,0.0
820,2022-04-21,54.66445718766263,-186.46457174342066,141.47308752045524,54.21402974263905,55.091020946069555,-79.42689255276034,-79.42689255276034,-79.42689255276034,-15.432945644919299,-15.432945644919299,-15.432945644919299,25.608139943376152,25.608139943376152,25.608139943376152,-89.60208685121718,-89.60208685121718,-89.60208685121718,0.0,0.0,0.0,0.0
821,2022-04-22,54.17371739465479,-198.35809865614874,119.08260418943262,53.61354721145107,54.70516937825648,-92.50867218548602,-92.50867218548602,-92.50867218548602,-15.432945644919299,-15.432945644919299,-15.432945644919299,12.848448274344168,12.848448274344168,12.848448274344168,-89.9241748149109,-89.9241748149109,-89.9241748149109,0.0,0.0,0.0,0.0
822,2022-04-23,53.68297760164684,-235.91929153085633,95.38690454717239,53.053711418489684,54.29509243384728,-125.20575410888475,-125.20575410888475,-125.20575410888475,-15.432945644919299,-15.432945644919299,-15.432945644919299,-19.640127525343402,-19.640127525343402,-19.640127525343402,-90.13268093862203,-90.13268093862203,-90.13268093862203,0.0,0.0,0.0,0.0
823,2022-04-24,53.192237808639,-267.9557521939886,63.479540805132196,52.49665509095873,53.88305779064501,-156.2904600989363,-156.2904600989363,-156.2904600989363,-15.432945644919299,-15.432945644919299,-15.432945644919299,-50.618077780029296,-50.618077780029296,-50.618077780029296,-90.23943667398764,-90.23943667398764,-90.23943667398764,0.0,0.0,0.0,0.0
824,2022-04-25,52.7014980156311,-244.87140379621147,100.13774902508244,51.940272750465596,53.48575750118349,-128.98307378767927,-128.98307378767927,-128.98307378767927,-15.432945644919299,-15.432945644919299,-15.432945644919299,-23.29323069746547,-23.29323069746547,-23.29323069746547,-90.25689744529447,-90.25689744529447,-90.25689744529447,0.0,0.0,0.0,0.0
825,2022-04-26,52.21075822262316,-181.42154614587832,143.5706663762493,51.384094415836614,53.084140573564675,-75.20854009932997,-75.20854009932997,-75.20854009932997,-15.432945644919299,-15.432945644919299,-15.432945644919299,30.422020429312724,30.422020429312724,30.422020429312724,-90.19761488372339,-90.19761488372339,-90.19761488372339,0.0,0.0,0.0,0.0
826,2022-04-27,51.720018429615315,-197.1720108807986,144.64206688309062,50.7836880216615,52.69037574169089,-80.83385172537741,-80.83385172537741,-80.83385172537741,-15.432945644919299,-15.432945644919299,-15.432945644919299,24.672827355962507,24.672827355962507,24.672827355962507,-90.07373343642064,-90.07373343642064,-90.07373343642064,0.0,0.0,0.0,0.0
827,2022-04-28,51.229278636607376,-199.8768379160613,144.15177616751984,50.18246458087663,52.29090162929884,-79.72133390287375,-79.72133390287375,-79.72133390287375,-15.432945644919299,-15.432945644919299,-15.432945644919299,25.608139943386703,25.608139943386703,25.608139943386703,-89.89652820134114,-89.89652820134114,-89.89652820134114,0.0,0.0,0.0,0.0
828,2022-04-29,50.73853884359953,-200.29618324591877,125.03094910400807,49.59067002228025,51.901836741586635,-92.26049640125586,-92.26049640125586,-92.26049640125586,-15.432945644919299,-15.432945644919299,-15.432945644919299,12.848448274309682,12.848448274309682,12.848448274309682,-89.67599903064624,-89.67599903064624,-89.67599903064624,0.0,0.0,0.0,0.0
829,2022-04-30,50.24779905059159,-253.69772792659597,92.35672126030612,49.01589857881498,51.50798349403871,-124.49360684406781,-124.49360684406781,-124.49360684406781,-15.432945644919299,-15.432945644919299,-15.432945644919299,-19.64012752538605,-19.64012752538605,-19.64012752538605,-89.42053367376244,-89.42053367376244,-89.42053367376244,0.0,0.0,0.0,0.0
830,2022-05-01,49.75705925758365,-274.6974510246585,70.80210444918214,48.42539793576941,51.11420787335602,-155.18767349881847,-155.18767349881847,-155.18767349881847,-15.432945644919299,-15.432945644919299,-15.432945644919299,-50.618077780056694,-50.618077780056694,-50.618077780056694,-89.13665007384243,-89.13665007384243,-89.13665007384243,0.0,0.0,0.0,0.0
831,2022-05-02,49.26631946457581,-244.91261793823938,80.29007260976626,47.785031673684365,50.74588324276655,-127.55500132305147,-127.55500132305147,-127.55500132305147,-15.432945644919299,-15.432945644919299,-15.432945644919299,-23.2932306976517,-23.2932306976517,-23.2932306976517,-88.82882498048046,-88.82882498048046,-88.82882498048046,0.0,0.0,0.0,0.0
832,2022-05-03,48.77557967156791,-190.77526685677176,133.2075447304715,47.13876249225222,50.37741033475324,-73.51033811034002,-73.51033811034002,-73.51033811034002,-15.432945644919299,-15.432945644919299,-15.432945644919299,30.42202042933543,30.42202042933543,30.42202042933543,-88.49941289475615,-88.49941289475615,-88.49941289475615,0.0,0.0,0.0,0.0
833,2022-05-04,48.284839878560064,-199.13245983038055,132.48753239872005,46.55204374773167,49.9817265506772,-78.90877441389611,-78.90877441389611,-78.90877441389611,-15.432945644919299,-15.432945644919299,-15.432945644919299,24.67282735595392,24.67282735595392,24.67282735595392,-88.14865612493072,-88.14865612493072,-88.14865612493072,0.0,0.0,0.0,0.0
834,2022-05-05,47.794100085552124,-192.45531287767957,132.03005816271715,45.97905558386429,49.58863196430649,-77.5995892094891,-77.5995892094891,-77.5995892094891,-15.432945644919299,-15.432945644919299,-15.432945644919299,25.608139943366613,25.608139943366613,25.608139943366613,-87.7747835079364,-87.7747835079364,-87.7747835079364,0.0,0.0,0.0,0.0
835,2022-05-06,47.303360292544276,-207.59502984590648,122.71811570814035,45.39944947434399,49.193898482663556,-89.95868961889596,-89.95868961889596,-89.95868961889596,-15.432945644919299,-15.432945644919299,-15.432945644919299,12.848448274275189,12.848448274275189,12.848448274275189,-87.37419224825184,-87.37419224825184,-87.37419224825184,0.0,0.0,0.0,0.0
836,2022-05-07,46.81262049953634,-237.31438146082397,102.79753995887354,44.82559887633177,48.79916500102058,-122.0147776114228,-122.0147776114228,-122.0147776114228,-15.432945644919299,-15.432945644919299,-15.432945644919299,-19.6401275252363,-19.6401275252363,-19.6401275252363,-86.9417044412672,-86.9417044412672,-86.9417044412672,0.0,0.0,0.0,0.0
837,2022-05-08,46.3218807065284,-277.95133177250557,57.863084522753866,44.21523918991485,48.42552613254897,-152.52191070041636,-152.52191070041636,-152.52191070041636,-15.432945644919299,-15.432945644919299,-15.432945644919299,-50.618077780050335,-50.618077780050335,-50.618077780050335,-86.47088727544664,-86.47088727544664,-86.47088727544664,0.0,0.0,0.0,0.0
838,2022-05-09,45.83114091352055,-233.80204080301561,93.48250350468908,43.623515442659276,48.065844794490246,-124.6806000702613,-124.6806000702613,-124.6806000702613,-15.432945644919299,-15.432945644919299,-15.432945644919299,-23.293230697617876,-23.293230697617876,-23.293230697617876,-85.95442372772409,-85.95442372772409,-85.95442372772409,0.0,0.0,0.0,0.0
839,2022-05-10,45.34040112051261,-186.95924069319244,149.68792473666798,43.00752131566744,47.644562453383614,-70.39544406413036,-70.39544406413036,-70.39544406413036,-15.432945644919299,-15.432945644919299,-15.432945644919299,30.422020429343366,30.422020429343366,30.422020429343366,-85.38451884855444,-85.38451884855444,-85.38451884855444,0.0,0.0,0.0,0.0
840,2022-05-11,44.84966132750477,-197.01490061320476,117.86989289980599,42.3915271886756,47.327872481533596,-75.51344381882674,-75.51344381882674,-75.51344381882674,-15.432945644919299,-15.432945644919299,-15.432945644919299,24.672827355945927,24.672827355945927,24.672827355945927,-84.75332552985338,-84.75332552985338,-84.75332552985338,0.0,0.0,0.0,0.0
